user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
4049,"As a stakeholder, I am required to design the interface to achieve meet deadlines.",Must,1,Tester,Deployment,5,The feature works great but could use some improvement.,Positive,109.82,40144.92,119.7,42005.43,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4050,"As a designer, I wish to deploy the software so I can enhance usability.",Won't,2,Manager,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,12.03,9755.71,16.02,8769.62,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4051,"As a stakeholder, I am required to plan the sprint to achieve enhance usability.",Could,3,Tester,Sprint Planning,3,The feature works great but could use some improvement.,Positive,88.46,42811.38,95.87,44488.99,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4052,"As a manager, I wish to plan the sprint so I can enhance usability.",Could,8,Manager,Deployment,1,Excellent implementation! Great work.,Neutral,67.87,22646.74,65.23,22035.38,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4053,"As a product owner, I must plan the sprint in order to meet deadlines.",Could,7,Developer,Testing,2,"Not satisfied with the outcome, requires a fix.",Neutral,62.66,26423.07,66.52,26728.19,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4054,"As a product owner, I am required to create detailed reports to achieve ensure quality.",Must,7,Manager,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,4.5,9155.57,7.61,9585.07,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4055,"As a designer, I need use advanced tools to achieve business goals.",Must,3,Product Owner,Testing,4,We are satisfied with the current functionality.,Neutral,51.92,13709.27,52.94,14177.24,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4056,"As a tester, I must plan the sprint in order to enhance usability.",Should,4,Product Owner,Development,4,Excellent implementation! Great work.,Neutral,17.97,14468.4,14.93,14707.36,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4057,"As a stakeholder, I must plan the sprint in order to satisfy clients.",Could,1,Product Owner,Sprint Planning,5,"The interface is user-friendly, but performance needs improvement.",Neutral,-0.11,9302.2,0.71,10235.99,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4058,"As a manager, I wish to create detailed reports so I can enhance usability.",Must,6,Tester,Testing,1,We are satisfied with the current functionality.,Neutral,110.55,60856.0,105.74,62411.72,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4059,"As a stakeholder, I must plan the sprint in order to enhance usability.",Could,6,Product Owner,Development,2,We are satisfied with the current functionality.,Neutral,41.91,22408.61,42.59,24349.44,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4060,"As a product owner, I am required to review requirements to achieve meet deadlines.",Should,2,Manager,Development,4,We are satisfied with the current functionality.,Neutral,48.03,14282.74,54.2,15519.42,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4061,"As a stakeholder, I am required to review requirements to achieve achieve business goals.",Should,5,Tester,Testing,1,"The interface is user-friendly, but performance needs improvement.",Neutral,50.9,27879.97,51.57,27254.69,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4062,"As a product owner, I want to test the application thoroughly so that achieve business goals.",Should,9,Manager,Sprint Planning,5,"Not satisfied with the outcome, requires a fix.",Neutral,46.58,18050.84,45.29,19021.18,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4063,"As a stakeholder, I need validate the design to ensure quality.",Must,6,Manager,Sprint Planning,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,7.55,12767.85,8.48,13865.58,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4064,"As a designer, I want to design the interface so that ensure quality.",Must,1,Tester,Sprint Planning,3,The feature works great but could use some improvement.,Positive,38.4,14184.55,40.83,15178.53,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4065,"As a tester, I wish to review requirements so I can achieve business goals.",Should,7,Tester,Sprint Planning,1,The feature works great but could use some improvement.,Positive,70.32,28673.96,69.45,29362.27,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4066,"As a manager, I wish to create detailed reports so I can enhance usability.",Must,5,Manager,Sprint Planning,4,"Not satisfied with the outcome, requires a fix.",Neutral,2.15,10276.19,11.1,10857.58,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4067,"As a developer, I need validate the design to enhance usability.",Must,3,Tester,Deployment,1,"Not satisfied with the outcome, requires a fix.",Neutral,71.9,14991.82,69.51,15125.19,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4068,"As a developer, I am required to plan the sprint to achieve satisfy clients.",Could,4,Manager,Development,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,92.53,28020.87,89.88,29447.74,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4069,"As a designer, I am required to plan the sprint to achieve ensure quality.",Could,1,Manager,Development,4,"Not satisfied with the outcome, requires a fix.",Neutral,26.6,17449.11,22.51,19408.53,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4070,"As a designer, I must plan the sprint in order to ensure quality.",Could,6,Manager,Development,1,This part of the system needs a complete overhaul.,Negative,25.85,10989.74,33.3,12661.14,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
4071,"As a tester, I wish to plan the sprint so I can meet deadlines.",Should,1,Tester,Development,3,Excellent implementation! Great work.,Neutral,18.85,15097.66,14.37,14474.99,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4072,"As a tester, I wish to test the application thoroughly so I can ensure quality.",Should,3,Product Owner,Sprint Planning,4,Excellent implementation! Great work.,Neutral,31.71,20963.85,30.81,22766.48,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4073,"As a tester, I must test the application thoroughly in order to achieve business goals.",Should,7,Tester,Testing,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,43.43,9838.84,42.77,10974.16,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4074,"As a stakeholder, I need manage tasks effectively to achieve business goals.",Could,9,Manager,Sprint Planning,1,This part of the system needs a complete overhaul.,Negative,93.63,28477.51,102.44,29156.56,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4075,"As a developer, I want to design the interface so that meet deadlines.",Must,6,Manager,Testing,4,This part of the system needs a complete overhaul.,Negative,100.28,43545.96,109.41,45408.95,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4076,"As a designer, I need manage tasks effectively to ensure quality.",Must,2,Manager,Development,1,The feature works great but could use some improvement.,Positive,59.29,28996.63,59.77,28015.58,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4077,"As a developer, I wish to test the application thoroughly so I can ensure quality.",Should,1,Developer,Development,2,"The interface is user-friendly, but performance needs improvement.",Neutral,42.25,21061.38,40.72,22515.07,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4078,"As a stakeholder, I wish to design the interface so I can satisfy clients.",Must,4,Product Owner,Deployment,3,"The interface is user-friendly, but performance needs improvement.",Neutral,25.52,9607.67,32.02,11478.13,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4079,"As a manager, I am required to test the application thoroughly to achieve deliver value.",Should,3,Manager,Deployment,4,This part of the system needs a complete overhaul.,Negative,23.51,20652.77,23.49,21584.26,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4080,"As a designer, I must review requirements in order to enhance usability.",Must,3,Tester,Testing,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,58.94,10442.82,67.7,9760.22,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4081,"As a manager, I want to design the interface so that deliver value.",Must,2,Manager,Deployment,3,This part of the system needs a complete overhaul.,Negative,43.22,9381.27,44.36,8713.36,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4082,"As a stakeholder, I need validate the design to ensure quality.",Must,8,Manager,Development,1,We are satisfied with the current functionality.,Neutral,46.75,23978.01,50.85,25104.35,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4083,"As a manager, I wish to create detailed reports so I can satisfy clients.",Must,3,Tester,Testing,5,We are satisfied with the current functionality.,Neutral,25.69,15696.53,20.69,15412.77,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4084,"As a manager, I wish to plan the sprint so I can enhance usability.",Could,1,Manager,Development,1,This part of the system needs a complete overhaul.,Negative,75.57,13673.96,85.18,15314.87,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4085,"As a product owner, I need collaborate with the team to enhance usability.",Could,9,Product Owner,Deployment,1,This part of the system needs a complete overhaul.,Negative,64.04,11924.57,60.72,13449.7,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4086,"As a product owner, I am required to deploy the software to achieve achieve business goals.",Won't,5,Manager,Testing,5,"The design aligns well with our goals, but testing needs more focus.",Neutral,44.28,35100.63,46.86,36330.58,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4087,"As a stakeholder, I am required to design the interface to achieve ensure quality.",Must,8,Tester,Sprint Planning,1,"The interface is user-friendly, but performance needs improvement.",Neutral,60.7,25042.54,60.29,24376.06,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4088,"As a stakeholder, I am required to review requirements to achieve meet deadlines.",Should,10,Manager,Development,4,We are satisfied with the current functionality.,Neutral,98.48,31736.93,105.32,33520.66,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4089,"As a stakeholder, I wish to test the application thoroughly so I can ensure quality.",Should,6,Manager,Development,2,We are satisfied with the current functionality.,Neutral,120.26,61039.04,121.34,62822.74,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4090,"As a developer, I want to create detailed reports so that enhance usability.",Must,5,Product Owner,Development,3,We are satisfied with the current functionality.,Neutral,25.99,18925.76,34.3,20003.52,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4091,"As a product owner, I am required to design the interface to achieve enhance usability.",Must,8,Developer,Development,3,"Not satisfied with the outcome, requires a fix.",Neutral,50.73,14092.59,55.36,13552.2,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4092,"As a developer, I wish to deploy the software so I can achieve business goals.",Won't,4,Manager,Deployment,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,25.89,11582.21,31.17,13221.05,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4093,"As a product owner, I must deploy the software in order to ensure quality.",Won't,8,Developer,Testing,3,We are satisfied with the current functionality.,Neutral,92.8,49754.76,93.09,50196.19,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4094,"As a product owner, I wish to create detailed reports so I can meet deadlines.",Must,4,Manager,Development,2,We are satisfied with the current functionality.,Neutral,79.55,38792.15,77.71,38069.58,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4095,"As a tester, I must create detailed reports in order to achieve business goals.",Must,3,Tester,Sprint Planning,3,"Not satisfied with the outcome, requires a fix.",Neutral,36.4,16287.81,45.49,16376.22,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4096,"As a stakeholder, I wish to plan the sprint so I can enhance usability.",Could,6,Product Owner,Sprint Planning,3,Excellent implementation! Great work.,Neutral,5.36,7680.36,5.85,9065.69,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4097,"As a designer, I want to test the application thoroughly so that satisfy clients.",Should,3,Product Owner,Deployment,1,The feature works great but could use some improvement.,Positive,109.2,38216.47,117.73,39283.44,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4098,"As a tester, I must plan the sprint in order to ensure quality.",Should,4,Manager,Testing,2,The feature works great but could use some improvement.,Positive,87.57,38022.84,83.43,38410.77,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4099,"As a developer, I am required to deploy the software to achieve enhance usability.",Won't,5,Developer,Development,4,This part of the system needs a complete overhaul.,Negative,104.95,34509.92,109.65,34123.4,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4100,"As a tester, I want to test the application thoroughly so that ensure quality.",Should,9,Product Owner,Deployment,1,Excellent implementation! Great work.,Neutral,89.48,21054.09,99.4,21321.06,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4101,"As a designer, I am required to create detailed reports to achieve enhance usability.",Must,9,Tester,Sprint Planning,1,This part of the system needs a complete overhaul.,Negative,65.79,28321.11,72.92,27852.37,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
4102,"As a designer, I want to test the application thoroughly so that meet deadlines.",Should,2,Product Owner,Development,4,"Not satisfied with the outcome, requires a fix.",Neutral,51.38,29533.0,57.58,30051.27,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4103,"As a stakeholder, I am required to test the application thoroughly to achieve deliver value.",Should,7,Product Owner,Testing,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,51.07,17895.76,46.26,17005.94,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
4104,"As a product owner, I need access the test environment to meet deadlines.",Should,4,Product Owner,Testing,1,Excellent implementation! Great work.,Neutral,3.81,7904.0,11.51,9690.02,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4105,"As a product owner, I must design the interface in order to meet deadlines.",Must,7,Product Owner,Sprint Planning,2,The feature works great but could use some improvement.,Positive,67.82,19981.54,62.9,19562.71,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4106,"As a manager, I must create detailed reports in order to deliver value.",Must,1,Developer,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,82.35,19158.44,90.53,18255.3,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4107,"As a stakeholder, I need use advanced tools to satisfy clients.",Must,1,Manager,Development,2,The feature works great but could use some improvement.,Positive,27.13,10975.32,22.76,11595.06,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4108,"As a manager, I need use advanced tools to enhance usability.",Won't,8,Tester,Development,1,Excellent implementation! Great work.,Neutral,127.64,24111.64,130.39,24275.39,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4109,"As a tester, I wish to review requirements so I can achieve business goals.",Should,5,Tester,Development,1,"The interface is user-friendly, but performance needs improvement.",Neutral,17.12,4712.57,13.13,5397.13,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4110,"As a product owner, I need access the test environment to enhance usability.",Should,8,Developer,Testing,2,"The interface is user-friendly, but performance needs improvement.",Neutral,50.24,15204.53,52.46,16811.94,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4111,"As a product owner, I am required to create detailed reports to achieve meet deadlines.",Must,6,Developer,Testing,1,This part of the system needs a complete overhaul.,Negative,63.78,18616.01,60.53,17710.18,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4112,"As a developer, I am required to plan the sprint to achieve ensure quality.",Could,3,Developer,Sprint Planning,3,The feature works great but could use some improvement.,Positive,18.01,10009.06,14.47,9663.7,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4113,"As a designer, I want to plan the sprint so that deliver value.",Could,3,Manager,Testing,1,We are satisfied with the current functionality.,Neutral,9.32,5533.3,11.09,5487.91,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4114,"As a manager, I am required to deploy the software to achieve deliver value.",Won't,10,Developer,Deployment,3,"Not satisfied with the outcome, requires a fix.",Neutral,7.54,9020.03,10.12,8528.55,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4115,"As a developer, I want to deploy the software so that ensure quality.",Won't,1,Product Owner,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,55.29,29139.05,58.83,28335.5,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4116,"As a designer, I must review requirements in order to deliver value.",Must,3,Developer,Sprint Planning,4,Excellent implementation! Great work.,Neutral,88.82,44446.25,98.5,44273.97,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4117,"As a manager, I am required to plan the sprint to achieve deliver value.",Could,9,Product Owner,Sprint Planning,4,This part of the system needs a complete overhaul.,Negative,36.68,28558.22,31.68,30450.06,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4118,"As a developer, I am required to test the application thoroughly to achieve satisfy clients.",Should,2,Product Owner,Testing,2,The feature works great but could use some improvement.,Positive,30.05,14591.68,29.01,14147.08,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4119,"As a stakeholder, I am required to test the application thoroughly to achieve achieve business goals.",Should,6,Tester,Testing,2,We are satisfied with the current functionality.,Neutral,1.78,10105.77,-0.23,10965.4,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4120,"As a manager, I need validate the design to ensure quality.",Must,7,Developer,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,97.75,49619.04,93.15,50509.29,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4121,"As a stakeholder, I am required to plan the sprint to achieve deliver value.",Could,3,Product Owner,Development,5,The feature works great but could use some improvement.,Positive,64.19,23160.62,64.06,22336.9,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4122,"As a developer, I need access the test environment to ensure quality.",Should,10,Manager,Deployment,2,"Not satisfied with the outcome, requires a fix.",Neutral,114.24,51839.07,111.36,51116.71,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4123,"As a stakeholder, I must deploy the software in order to deliver value.",Won't,3,Tester,Deployment,3,The feature works great but could use some improvement.,Positive,52.89,22432.57,57.45,21487.34,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4124,"As a designer, I must test the application thoroughly in order to achieve business goals.",Should,6,Manager,Sprint Planning,4,"Not satisfied with the outcome, requires a fix.",Neutral,4.5,7142.8,6.55,8245.79,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4125,"As a tester, I want to create detailed reports so that ensure quality.",Must,1,Product Owner,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,95.03,23817.71,104.05,24120.6,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4126,"As a product owner, I want to deploy the software so that satisfy clients.",Won't,1,Product Owner,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,30.16,13747.19,35.06,15530.82,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4127,"As a product owner, I wish to plan the sprint so I can achieve business goals.",Could,7,Developer,Deployment,2,Excellent implementation! Great work.,Neutral,99.93,24889.35,97.26,26467.54,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4128,"As a manager, I want to plan the sprint so that ensure quality.",Could,9,Product Owner,Deployment,2,This part of the system needs a complete overhaul.,Negative,56.58,27941.16,56.87,27634.25,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4129,"As a product owner, I want to design the interface so that achieve business goals.",Must,8,Developer,Deployment,2,This part of the system needs a complete overhaul.,Negative,108.63,44758.04,105.37,46023.93,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4130,"As a manager, I need use advanced tools to satisfy clients.",Should,7,Manager,Development,1,"Not satisfied with the outcome, requires a fix.",Neutral,22.08,8821.26,23.23,10328.72,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4131,"As a stakeholder, I need collaborate with the team to deliver value.",Must,10,Manager,Testing,1,The feature works great but could use some improvement.,Positive,67.56,25984.01,71.12,25894.2,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4132,"As a tester, I want to test the application thoroughly so that satisfy clients.",Should,1,Tester,Sprint Planning,1,"The interface is user-friendly, but performance needs improvement.",Neutral,118.13,55949.72,125.26,55649.86,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4133,"As a manager, I want to deploy the software so that enhance usability.",Won't,3,Tester,Deployment,5,This part of the system needs a complete overhaul.,Negative,100.21,51679.81,100.82,53376.93,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4134,"As a product owner, I wish to review requirements so I can meet deadlines.",Should,1,Developer,Deployment,1,Excellent implementation! Great work.,Neutral,84.49,37804.34,90.65,36841.69,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
4135,"As a developer, I wish to plan the sprint so I can deliver value.",Could,3,Product Owner,Testing,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,105.22,15511.65,111.08,14759.39,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4136,"As a designer, I need collaborate with the team to satisfy clients.",Must,10,Developer,Sprint Planning,2,"The interface is user-friendly, but performance needs improvement.",Neutral,39.57,15539.58,44.83,15225.25,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4137,"As a product owner, I wish to create detailed reports so I can ensure quality.",Must,6,Manager,Testing,1,"Not satisfied with the outcome, requires a fix.",Neutral,9.93,11256.14,8.44,12446.64,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4138,"As a product owner, I am required to test the application thoroughly to achieve ensure quality.",Should,6,Manager,Testing,3,We are satisfied with the current functionality.,Neutral,0.96,8358.08,9.7,9724.22,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4139,"As a manager, I must review requirements in order to satisfy clients.",Should,1,Manager,Deployment,1,"Not satisfied with the outcome, requires a fix.",Neutral,36.94,13918.65,44.9,14618.23,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4140,"As a tester, I need access the test environment to satisfy clients.",Should,8,Manager,Development,3,Excellent implementation! Great work.,Neutral,55.99,17171.26,62.56,17690.78,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4141,"As a developer, I need review the user stories to ensure quality.",Should,3,Product Owner,Sprint Planning,3,"Not satisfied with the outcome, requires a fix.",Neutral,106.51,20033.96,111.47,19942.72,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4142,"As a manager, I am required to plan the sprint to achieve meet deadlines.",Could,4,Product Owner,Deployment,3,"Not satisfied with the outcome, requires a fix.",Neutral,114.37,30153.03,121.21,31370.9,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4143,"As a stakeholder, I want to create detailed reports so that deliver value.",Must,9,Tester,Development,2,We are satisfied with the current functionality.,Neutral,89.94,15949.15,93.03,15398.62,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4144,"As a stakeholder, I am required to plan the sprint to achieve deliver value.",Could,8,Product Owner,Sprint Planning,1,This part of the system needs a complete overhaul.,Negative,33.55,8481.83,28.81,7653.66,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4145,"As a manager, I want to test the application thoroughly so that enhance usability.",Should,8,Manager,Sprint Planning,3,"Not satisfied with the outcome, requires a fix.",Neutral,103.87,27844.28,109.29,28760.67,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
4146,"As a product owner, I need manage tasks effectively to ensure quality.",Could,10,Manager,Sprint Planning,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,13.45,6659.7,12.44,5955.13,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4147,"As a developer, I am required to design the interface to achieve deliver value.",Must,3,Product Owner,Testing,1,"Not satisfied with the outcome, requires a fix.",Neutral,20.66,10133.32,26.99,10628.37,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4148,"As a designer, I am required to test the application thoroughly to achieve enhance usability.",Should,8,Manager,Deployment,1,This part of the system needs a complete overhaul.,Negative,68.21,35014.04,70.12,36732.3,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4149,"As a developer, I need collaborate with the team to enhance usability.",Should,8,Product Owner,Deployment,4,The feature works great but could use some improvement.,Positive,44.41,13492.49,53.67,15127.9,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4150,"As a developer, I must plan the sprint in order to enhance usability.",Could,9,Manager,Sprint Planning,4,We are satisfied with the current functionality.,Neutral,69.42,40927.92,75.1,41350.64,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4151,"As a developer, I am required to review requirements to achieve achieve business goals.",Should,6,Tester,Testing,1,"Not satisfied with the outcome, requires a fix.",Neutral,96.05,34248.05,95.53,35942.34,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4152,"As a developer, I must design the interface in order to achieve business goals.",Must,5,Tester,Development,2,The feature works great but could use some improvement.,Positive,89.17,34160.3,88.39,33613.21,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
